,0
path_url_ratio,0.11061066587186337
subdomain_length,0.043924895319432104
path_length,0.04298461911404798
num_repeated_chars,0.04208601663011955
consecutive_consonants,0.04031528608258085
path_entropy,0.03616352275668695
digit_letter_ratio,0.0324530025578211
path_has_suspicious_ext,0.03153594478716665
domain_digit_ratio,0.03131465582272297
url_length,0.031103771720561557
num_path_segments,0.030434250202418748
uses_https,0.029323934436534874
domain_url_ratio,0.02920591083365549
tld_length,0.02861915356580927
num_letters,0.027377766247726153
domain_vowel_ratio,0.026141280506679118
has_ip,0.023876703082380032
url_entropy,0.022508340357300056
num_digits,0.022171613780197566
num_subdomains,0.02199307617410347
num_query_params,0.020925883720662692
num_dots,0.019778715674838153
domain_has_digits,0.01681768993302629
num_special_chars,0.016548165798192606
query_url_ratio,0.01646466240836352
query_length,0.016421130433428268
host_entropy,0.014527676793137333
special_char_ratio,0.014523256992447026
domain_entropy,0.014083181273160491
tld_trust_category,0.013355096402058703
domain_length,0.012811616168205996
uppercase_ratio,0.012431257556754073
longest_token_length,0.012314326890379203
domain_trigram_diversity,0.012093863420489886
is_high_trust_tld,0.01203495137572983
num_hyphens,0.011539970476780187
domain_bigram_diversity,0.009791821371524926
num_suspicious_words,0.007649738268798367
num_underscores,0.006409760586051266
suspicious_word,0.006370055995057791
is_mixed_case,0.005290085730636978
is_country_tld,0.004487764960312776
subdomain_count_dot,0.0028015302183606082
domain_is_dictionary_word,0.002500373950142928
has_brand_name,0.0022007324298375973
num_encoded_chars,0.002022926348905696
action_word,0.0015239979742332742
suspicious_prefix_suffix,0.0014763763943604082
is_shortening_service,0.0014567363826224937
brand_not_in_domain,0.0014535221869988431
sensitive_word,0.0012838589186836156
is_suspicious_tld,0.0009528882265360498
has_port,0.0006163652342456613
has_multiple_subdomains,0.0005834471512383007
query_has_redirect,0.0002443973806415672
num_fragments,4.811871240786734e-05
punycode_domain,1.7584060419255573e-05
num_suspicious_symbols,2.062350521664714e-06
